issue,GT_ID,GT,LEN_GT,GPT_RES,GPT_MATCH,GPT_MATCH_CNT,GPT_AJS
M1,462,"['act4', 'epochs', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 1 | 0 | ,1,0.33
M1,463,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,466,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,469,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,470,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,472,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,474,"['act4', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,475,"['act4', 'layer1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,476,"['act4', 'layer1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,477,"['act4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,478,"['act4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,480,"['act1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,484,"['act2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,485,"['act3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,486,"['act3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,489,"['act4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,490,"['ki1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,491,"['ki1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,492,"['ki1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,493,"['bi1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,494,"['bi1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,495,"['bi1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,496,"['ki2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,497,"['ki2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,498,"['ki2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,499,"['bi2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,500,"['bi2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,501,"['bi2', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,502,"['ki3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,503,"['ki3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,504,"['ki3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,505,"['bi3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,506,"['bi3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,507,"['bi3', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,508,"['ki4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,509,"['ki4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,510,"['ki4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,511,"['bi4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,512,"['bi4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,513,"['bi4', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,514,"['lr', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,515,"['lr', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,516,"['batch_size', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,517,"['batch_size', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,518,"['batch_size', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,519,"['batch_size', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,520,"['batch_size', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,521,"['epochs', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,522,"['epochs', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,523,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,524,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,525,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,526,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,528,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,530,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,532,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,533,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,534,"['loss', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,535,"['layer1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,536,"['layer1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,537,"['optimizer', 'unit1']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,550,"['ki1', 'lr']",2,"['k1', 'lr', 'epochs']",0 | 1 | ,1,0.5
M3,11,['act4'],1,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | ,0,0.0
M3,12,['act4'],1,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | ,0,0.0
M3,13,['act4'],1,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | ,0,0.0
M3,50,['loss'],1,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | ,0,0.0
M3,54,['loss'],1,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | ,0,0.0
M3,67,"['act1', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,72,"['act3', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,73,"['act3', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,75,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,76,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,77,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,78,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,79,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,80,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,81,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,82,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,83,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,84,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,85,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,86,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,87,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,88,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,89,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,90,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,91,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,92,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,93,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,94,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,95,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,96,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,97,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,98,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,105,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,106,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,107,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,108,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,109,"['act4', 'epochs']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,110,"['act4', 'epochs']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,120,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,122,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,123,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,124,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,125,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,126,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,128,"['act1', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,133,"['act3', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,136,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,137,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,138,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,139,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,140,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,141,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,142,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,143,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,144,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,145,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,146,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,147,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,148,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,149,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,150,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,151,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,152,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,153,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,154,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,155,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,156,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,157,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,158,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,159,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,163,"['act4', 'lr']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,165,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,166,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,167,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,168,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,170,"['act4', 'epochs']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,171,"['act4', 'epochs']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,178,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,184,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,185,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,186,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,187,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,189,"['act1', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,194,"['act3', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,195,"['act3', 'act4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,197,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,198,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,199,"['act4', 'ki1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,200,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,201,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,202,"['act4', 'bi1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,203,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,204,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,205,"['act4', 'ki2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,206,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,207,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,208,"['act4', 'bi2']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,209,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,210,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,211,"['act4', 'ki3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,212,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,213,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,214,"['act4', 'bi3']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,215,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,216,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,217,"['act4', 'ki4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,218,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,219,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,220,"['act4', 'bi4']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,226,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,227,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,228,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,229,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,230,"['act4', 'batch_size']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,231,"['act4', 'epochs']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,239,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,242,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,243,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,244,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,245,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,246,"['act4', 'layer1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,247,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,248,"['act4', 'unit1']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,258,"['act4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,265,"['ki2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,277,"['ki4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,279,"['ki4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,281,"['bi4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,282,"['bi4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,286,"['loss', 'lr']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,288,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,289,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,290,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,293,"['epochs', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,296,"['layer1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,305,"['act3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,309,"['ki1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,310,"['ki1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,311,"['ki1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,312,"['bi1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,313,"['bi1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,314,"['bi1', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,315,"['ki2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,316,"['ki2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,317,"['ki2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,318,"['bi2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,320,"['bi2', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,321,"['ki3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,322,"['ki3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,323,"['ki3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,324,"['bi3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,325,"['bi3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,326,"['bi3', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,327,"['ki4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,328,"['ki4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,329,"['ki4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,330,"['bi4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,331,"['bi4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,332,"['bi4', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,336,"['loss', 'lr']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 1 | ,1,0.5
M3,338,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,339,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,340,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,341,"['batch_size', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",0 | 0 | ,0,0.0
M3,343,"['epochs', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
M3,344,"['epochs', 'loss']",2,"['lr', 'epochs', 'act1', 'act2', 'act3']",1 | 0 | ,1,0.5
